2026-09-03 08:44:30,465 INFO cli={'dataset': 'amazon', 'method': 'outpost', 'seed': 8, 'train_seed': None, 'epochs': None, 'set': ['sim_topk_frac=0.0'], 'tag': 'A_sim0.0', 'rotations': None}
2026-09-03 08:44:35,740 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.7138152086708442, 'aupr_all': 0.16237123566476822, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7432432432432433} best={'auroc_all': 0.7228697958774873, 'aupr_all': 0.16736877594142624, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:36,665 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.7177829955384016, 'aupr_all': 0.16702280895952823, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7981981981981981} best={'auroc_all': 0.7228697958774873, 'aupr_all': 0.16736877594142624, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:37,518 INFO [OUTPOST-v4] epoch 11 cur={'auroc_all': 0.7227258858404914, 'aupr_all': 0.1650778779741835, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7684684684684684} best={'auroc_all': 0.7228697958774873, 'aupr_all': 0.16736877594142624, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:38,420 INFO [OUTPOST-v4] epoch 12 cur={'auroc_all': 0.7161722356624303, 'aupr_all': 0.17609884640304443, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7552552552552553} best={'auroc_all': 0.7228697958774873, 'aupr_all': 0.17609884640304443, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:39,321 INFO [OUTPOST-v4] epoch 13 cur={'auroc_all': 0.7162749732314424, 'aupr_all': 0.1726893843147417, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7585585585585586} best={'auroc_all': 0.7228697958774873, 'aupr_all': 0.17609884640304443, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:40,134 INFO [OUTPOST-v4] epoch 14 cur={'auroc_all': 0.7415620963420262, 'aupr_all': 0.18134309795831943, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7735735735735736} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.18134309795831943, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:40,939 INFO [OUTPOST-v4] epoch 15 cur={'auroc_all': 0.7169790353406913, 'aupr_all': 0.17436736966286953, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7936936936936937} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.18134309795831943, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:41,690 INFO [OUTPOST-v4] epoch 16 cur={'auroc_all': 0.7181359945977591, 'aupr_all': 0.17633910679422235, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7957957957957958} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.18134309795831943, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:42,490 INFO [OUTPOST-v4] epoch 17 cur={'auroc_all': 0.7160603343152774, 'aupr_all': 0.17522789712999148, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7894894894894895} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.18134309795831943, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:43,226 INFO [OUTPOST-v4] epoch 18 cur={'auroc_all': 0.7118483521203692, 'aupr_all': 0.1730925137106003, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8048048048048048} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.18134309795831943, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:44,109 INFO [OUTPOST-v4] epoch 19 cur={'auroc_all': 0.714015908318852, 'aupr_all': 0.17724709157449398, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7855855855855856} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.18134309795831943, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:45,045 INFO [OUTPOST-v4] epoch 20 cur={'auroc_all': 0.7205311609758314, 'aupr_all': 0.17888647605320057, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7990990990990992} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.18134309795831943, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:45,872 INFO [OUTPOST-v4] epoch 21 cur={'auroc_all': 0.7069783848415105, 'aupr_all': 0.17443872128782206, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7861861861861863} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.18134309795831943, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:46,832 INFO [OUTPOST-v4] epoch 22 cur={'auroc_all': 0.7253933196831759, 'aupr_all': 0.18561956311328154, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7648648648648649} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.18561956311328154, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:47,676 INFO [OUTPOST-v4] epoch 23 cur={'auroc_all': 0.7296122715121627, 'aupr_all': 0.18682508983155358, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7507507507507507} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.18682508983155358, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:48,551 INFO [OUTPOST-v4] epoch 24 cur={'auroc_all': 0.7201591244900551, 'aupr_all': 0.17978640860624112, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8330330330330331} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.18682508983155358, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:49,388 INFO [OUTPOST-v4] epoch 25 cur={'auroc_all': 0.7255639466508069, 'aupr_all': 0.19614116151354638, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8234234234234235} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.19614116151354638, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:50,311 INFO [OUTPOST-v4] epoch 26 cur={'auroc_all': 0.7240150100104595, 'aupr_all': 0.19348645626486127, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7690690690690692} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.19614116151354638, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:51,120 INFO [OUTPOST-v4] epoch 27 cur={'auroc_all': 0.7130179599726171, 'aupr_all': 0.17778280273718014, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8057057057057057} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.19614116151354638, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:52,010 INFO [OUTPOST-v4] epoch 28 cur={'auroc_all': 0.7251599660088365, 'aupr_all': 0.1779751149524836, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8183183183183184} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.19614116151354638, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:52,805 INFO [OUTPOST-v4] epoch 29 cur={'auroc_all': 0.7239642865624423, 'aupr_all': 0.19085330625275165, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7711711711711712} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.19614116151354638, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:53,710 INFO [OUTPOST-v4] epoch 30 cur={'auroc_all': 0.725646291586774, 'aupr_all': 0.18888109144727924, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7756756756756757} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.19614116151354638, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:54,554 INFO [OUTPOST-v4] epoch 31 cur={'auroc_all': 0.7203645350944308, 'aupr_all': 0.18444515856384702, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.754954954954955} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.19614116151354638, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:55,458 INFO [OUTPOST-v4] epoch 32 cur={'auroc_all': 0.7173826287807685, 'aupr_all': 0.18628202022039367, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8054054054054055} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.19614116151354638, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:56,392 INFO [OUTPOST-v4] epoch 33 cur={'auroc_all': 0.7284684125858168, 'aupr_all': 0.19149066284291877, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7867867867867868} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.19614116151354638, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:57,298 INFO [OUTPOST-v4] epoch 34 cur={'auroc_all': 0.7298974457065505, 'aupr_all': 0.20111465270642737, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7684684684684685} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.20111465270642737, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:58,139 INFO [OUTPOST-v4] epoch 35 cur={'auroc_all': 0.7272482748864983, 'aupr_all': 0.18570258973117604, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8117117117117117} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.20111465270642737, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:44:59,101 INFO [OUTPOST-v4] epoch 36 cur={'auroc_all': 0.7295032096455606, 'aupr_all': 0.20546977870398053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8036036036036036} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.20546977870398053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:00,037 INFO [OUTPOST-v4] epoch 37 cur={'auroc_all': 0.7324558822162817, 'aupr_all': 0.19174463278245246, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7750750750750751} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.20546977870398053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:01,046 INFO [OUTPOST-v4] epoch 38 cur={'auroc_all': 0.7267916993206929, 'aupr_all': 0.19368157976046352, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7690690690690691} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.20546977870398053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:02,008 INFO [OUTPOST-v4] epoch 39 cur={'auroc_all': 0.7254594666732749, 'aupr_all': 0.19550192695000007, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8222222222222223} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.20546977870398053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:02,944 INFO [OUTPOST-v4] epoch 40 cur={'auroc_all': 0.7330975402870663, 'aupr_all': 0.2011535464998736, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7804804804804806} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.20546977870398053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:03,927 INFO [OUTPOST-v4] epoch 41 cur={'auroc_all': 0.7409292148474887, 'aupr_all': 0.196738828640306, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7744744744744746} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.20546977870398053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:04,818 INFO [OUTPOST-v4] epoch 42 cur={'auroc_all': 0.7250025039055765, 'aupr_all': 0.20290080230988192, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7744744744744745} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.20546977870398053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:05,751 INFO [OUTPOST-v4] epoch 43 cur={'auroc_all': 0.7320186667451396, 'aupr_all': 0.20275851147346316, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7984984984984985} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.20546977870398053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:06,584 INFO [OUTPOST-v4] epoch 44 cur={'auroc_all': 0.7367813145659157, 'aupr_all': 0.2023749046132683, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7801801801801801} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.20546977870398053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:07,599 INFO [OUTPOST-v4] epoch 45 cur={'auroc_all': 0.7349836652427963, 'aupr_all': 0.20529885914401302, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7687687687687687} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.20546977870398053, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:08,573 INFO [OUTPOST-v4] epoch 46 cur={'auroc_all': 0.7353529267816707, 'aupr_all': 0.2061052234013424, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7534534534534535} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.2061052234013424, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:09,508 INFO [OUTPOST-v4] epoch 47 cur={'auroc_all': 0.72776022032304, 'aupr_all': 0.20634233528764315, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7900900900900901} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.20634233528764315, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:10,416 INFO [OUTPOST-v4] epoch 48 cur={'auroc_all': 0.7375834032878087, 'aupr_all': 0.21024020086122874, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8186186186186186} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.21024020086122874, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:11,379 INFO [OUTPOST-v4] epoch 49 cur={'auroc_all': 0.7353595737475052, 'aupr_all': 0.21740544374678045, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7570570570570571} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.21740544374678045, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:12,312 INFO [OUTPOST-v4] epoch 50 cur={'auroc_all': 0.7369212880503301, 'aupr_all': 0.2141410895871305, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8471471471471472} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.21740544374678045, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:13,352 INFO [OUTPOST-v4] epoch 51 cur={'auroc_all': 0.7373270111008202, 'aupr_all': 0.21168523094145725, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7918918918918918} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.21740544374678045, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:14,220 INFO [OUTPOST-v4] epoch 52 cur={'auroc_all': 0.7335761863607875, 'aupr_all': 0.21652566685925387, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7930930930930931} best={'auroc_all': 0.7415620963420262, 'aupr_all': 0.21740544374678045, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:15,218 INFO [OUTPOST-v4] epoch 53 cur={'auroc_all': 0.7425344893633058, 'aupr_all': 0.21618459272433213, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8381381381381382} best={'auroc_all': 0.7425344893633058, 'aupr_all': 0.21740544374678045, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:16,161 INFO [OUTPOST-v4] epoch 54 cur={'auroc_all': 0.7336553691479597, 'aupr_all': 0.21247432620338835, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7954954954954955} best={'auroc_all': 0.7425344893633058, 'aupr_all': 0.21740544374678045, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:17,074 INFO [OUTPOST-v4] epoch 55 cur={'auroc_all': 0.733473577859073, 'aupr_all': 0.22468979999376243, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8018018018018016} best={'auroc_all': 0.7425344893633058, 'aupr_all': 0.22468979999376243, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:18,033 INFO [OUTPOST-v4] epoch 56 cur={'auroc_all': 0.735232119790973, 'aupr_all': 0.2214545351778102, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7585585585585586} best={'auroc_all': 0.7425344893633058, 'aupr_all': 0.22468979999376243, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:18,927 INFO [OUTPOST-v4] epoch 57 cur={'auroc_all': 0.7366854820973332, 'aupr_all': 0.2265392789567646, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7672672672672672} best={'auroc_all': 0.7425344893633058, 'aupr_all': 0.2265392789567646, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:19,858 INFO [OUTPOST-v4] epoch 58 cur={'auroc_all': 0.7418870232641223, 'aupr_all': 0.23353256645122372, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8117117117117117} best={'auroc_all': 0.7425344893633058, 'aupr_all': 0.23353256645122372, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:20,770 INFO [OUTPOST-v4] epoch 59 cur={'auroc_all': 0.7420742353795147, 'aupr_all': 0.2372989583813076, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7570570570570571} best={'auroc_all': 0.7425344893633058, 'aupr_all': 0.2372989583813076, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:21,724 INFO [OUTPOST-v4] epoch 60 cur={'auroc_all': 0.7432633323937233, 'aupr_all': 0.2524122558654431, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.775075075075075} best={'auroc_all': 0.7432633323937233, 'aupr_all': 0.2524122558654431, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:22,625 INFO [OUTPOST-v4] epoch 61 cur={'auroc_all': 0.7388279347064027, 'aupr_all': 0.24473185485233973, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.803903903903904} best={'auroc_all': 0.7432633323937233, 'aupr_all': 0.2524122558654431, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:23,542 INFO [OUTPOST-v4] epoch 62 cur={'auroc_all': 0.743514497355153, 'aupr_all': 0.25372168048878846, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8168168168168168} best={'auroc_all': 0.743514497355153, 'aupr_all': 0.25372168048878846, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:24,451 INFO [OUTPOST-v4] epoch 63 cur={'auroc_all': 0.743788958963827, 'aupr_all': 0.26391280578508997, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7564564564564565} best={'auroc_all': 0.743788958963827, 'aupr_all': 0.26391280578508997, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:25,326 INFO [OUTPOST-v4] epoch 64 cur={'auroc_all': 0.7473392131231498, 'aupr_all': 0.27846590857588205, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8333333333333334} best={'auroc_all': 0.7473392131231498, 'aupr_all': 0.27846590857588205, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:26,183 INFO [OUTPOST-v4] epoch 65 cur={'auroc_all': 0.7540701372346764, 'aupr_all': 0.2737948043057272, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.778078078078078} best={'auroc_all': 0.7540701372346764, 'aupr_all': 0.27846590857588205, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:27,019 INFO [OUTPOST-v4] epoch 66 cur={'auroc_all': 0.7466878104713848, 'aupr_all': 0.2568338703362082, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8006006006006006} best={'auroc_all': 0.7540701372346764, 'aupr_all': 0.27846590857588205, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:27,912 INFO [OUTPOST-v4] epoch 67 cur={'auroc_all': 0.7488542695978366, 'aupr_all': 0.2650117862670516, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.7924924924924925} best={'auroc_all': 0.7540701372346764, 'aupr_all': 0.27846590857588205, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:28,875 INFO [OUTPOST-v4] epoch 68 cur={'auroc_all': 0.7491231813127074, 'aupr_all': 0.27759414967040125, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8057057057057057} best={'auroc_all': 0.7540701372346764, 'aupr_all': 0.27846590857588205, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:29,824 INFO [OUTPOST-v4] epoch 69 cur={'auroc_all': 0.7464616200320706, 'aupr_all': 0.2975435201082284, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8213213213213214} best={'auroc_all': 0.7540701372346764, 'aupr_all': 0.2975435201082284, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
2026-09-03 08:45:30,765 INFO [OUTPOST-v4] epoch 70 cur={'auroc_all': 0.7573791000808477, 'aupr_all': 0.30615643093374384, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0, 'val_auc': 0.8057057057057058} best={'auroc_all': 0.7573791000808477, 'aupr_all': 0.30615643093374384, 'auroc_unknown': 0.5, 'aupr_unknown': 0.0}
